radius_mean,texture_mean,perimeter_mean,area_mean,smoothness_mean,compactness_mean,concavity_mean,concave_points_mean,symmetry_mean,fractal_dimension_mean,radius_se,texture_se,perimeter_se,area_se,smoothness_se,compactness_se,concavity_se,concave_points_se,symmetry_se,fractal_dimension_se,radius_worst,texture_worst,perimeter_worst,area_worst,smoothness_worst,compactness_worst,concavity_worst,concave_points_worst,symmetry_worst,fractal_dimension_worst
-0.684751189474438,-0.18143199629158832,-0.7208565756032426,-0.7040823491204852,-0.7254956816921214,-0.8200721577771655,-0.6392730379575167,-0.7686262240885188,-1.0653432739836604,-0.6324887686966989,-0.9027542412421116,-0.8006998760916515,-0.8747434390300131,-0.7892701088875193,-0.09424859606032736,-0.4504078284375172,-0.3152119375479422,-0.6183368837980574,0.11262410329277514,-0.3740555215375463,-0.697164979093173,-0.24406065218848647,-0.7080546196698767,-0.6933067213575335,0.11529694138479014,-0.4239789589704189,-0.3421336863764202,-0.3834418058786133,0.5447318081293758,-0.2970268909887838
0.47644408398686067,1.4889020637570787,0.3982956489543165,0.36532073640791474,-0.8893962993231227,-0.5396820492387796,-0.5329484104560599,-0.37556170490579766,0.14629357151812375,-0.8918007567108243,-0.3030411924039833,0.29975880231964186,-0.27153567973319853,-0.20660992763907907,-0.7822660772647592,-0.7598597579755115,-0.3570341741854399,0.21427054766954323,-0.22369359692499527,-0.42621166992814274,0.30836124707726636,1.1512033839680245,0.24859881582805335,0.15975508394758,-1.0635564413233587,-0.7120318979840834,-0.46581296684872403,0.06086781751952229,-0.2742070435694069,-0.815038666166941
-0.2150957763228939,-0.6901031335585331,-0.26395004780596837,-0.28827302121866477,-0.08044475307569124,-0.7449713487205264,-0.5624830292064645,-0.8195673857745994,0.7820289534172088,-0.7628690978658129,-0.6416446092788443,0.00483445518326053,-0.7070323572117911,-0.574584711526696,-0.5179449870192094,-0.17137461409040322,-0.15515540786007462,-0.805445081857501,0.7336201718051161,-0.5984738783449717,-0.3933562530042434,-0.30817193800946263,-0.453024436015696,-0.4296377540673324,-0.2442115370297525,-0.4239789589704189,-0.27656876660797003,-0.8020475667661129,1.205924241673065,-0.7544992525298022
0.15471163560745593,-0.6901031335585331,0.06609772639112148,0.05231451872101704,-0.5601881918067773,-0.8949666459298028,-0.9079660329307102,-0.6708317717158578,-1.4093883041878712,-0.5977206809182691,-0.5439135939126306,0.26067244306060333,-0.5752100665645468,-0.47426443238612437,-0.4752551743281383,-0.9810389159307396,-0.8040604268460931,-0.8516208839492917,-0.6553454483855988,-0.6241846557206179,-0.06803894453733696,0.019133047497626662,-0.16393862844411275,-0.18013069419994485,-0.674785644898331,-0.9574103275142422,-1.0034949793437797,-0.8394350031452197,-0.878342262035722,-0.7253717987987263
-0.858560673081702,0.783860208382429,-0.8493279404780056,-0.84742164507056,0.01873974085551522,-0.33748756331705904,-0.42936113786317726,-0.6176894487223539,0.8568213512876894,0.37143976590547234,-0.4170607103312322,0.4454443231942401,-0.3978366178926002,-0.5902346750726251,-1.2376240793028526,0.3393088159411071,0.11401628057374587,-0.17854443540298148,1.1560034252282219,0.34400976088228447,-0.8988079388867101,0.4712863264455655,-0.8969085341209249,-0.8439379184910956,-0.9506875004257698,-0.4413154784480931,-0.4891580519177933,-0.6963946773555117,0.47592751935960115,-0.20050650509561038
-1.9435756196853489,-0.5410506607779867,-1.9125763075168387,-1.5850130659215274,-0.6607795579923276,-0.8019159182250111,-0.8955759001866381,-1.1413457237583424,-0.11921944092208196,0.3004549200245121,-1.027632760876718,-0.4611815463460942,-1.0189887727749034,-0.9772703119969507,0.7093871278490893,-0.4825814695047946,-0.4699227678159792,-0.8716624647182979,0.7084625485604794,-0.4423727299928345,-1.7204357857254426,-0.5916113069022,-1.6917977560111952,-1.3444969735810868,-0.07281796011119111,-0.7247008929869994,-0.9242707012902357,-1.3388243319232893,0.3685257027433671,-0.5563183418497356
1.3343972796652717,0.44316884202689333,1.3174840754641266,1.4100677914376136,1.1611200113823235,0.15066769555109485,1.048234227522921,1.7963556022902467,-0.27628347645009144,-0.3253706599872324,2.229080569357004,1.6215884063525805,2.4194334890291347,2.191446024937146,-0.18460869958976148,-0.39425020039281505,0.4463930033243862,0.9758506168917855,-0.27798109971605284,-0.01961409057328188,1.5128418602439944,1.2962973466154972,1.6340435161041813,1.5388673777037492,0.5625923738307891,-0.2606156023538728,0.681076425161515,1.2826358277653345,-0.44034422864764383,-0.44780429853788367
1.914994916395921,1.4155587834999839,2.0162822944481933,2.1179883959257375,0.7742301414378993,1.8651944078056846,2.216652559551125,2.5843713503477663,1.4289831949968648,-0.14283819915047422,2.3011448534149186,0.4436676705006472,2.0729686204170057,2.9069302557677035,-0.2582486264818593,0.5282558352998447,0.664623320816292,0.03630131044076668,-0.042293892476827605,0.28414037927899427,2.0935735844493815,1.4413913092629698,2.3035461226621994,2.3319341933813074,0.7381662818937051,1.2089878179843607,1.7802822391583353,1.317686549370747,0.9374197001324801,0.7989649464609213
-0.6292800776848854,-0.37070497760021925,-0.6128116202064752,-0.6614566692752735,0.8375393928833512,-0.024086110138392288,-0.3633764774354439,0.06875842757835052,-0.7586944427146907,0.5525235564181299,0.3647874125984759,1.22717150837501,0.3993086475396889,-0.0761935647563359,-0.13764990562958304,-0.38372064513443344,-0.42306928466569965,0.28962689136100717,-0.27003658711248335,-0.5393390903809856,-0.50089916489413,0.4240464316301091,-0.4820491154907545,-0.5460228841602728,0.1445592593952752,-0.3933066552791489,-0.5875054315704688,-0.0810041508833383,-0.6836764694187982,-0.35756630462592265
-0.1670208127719481,0.3911187721670201,-0.2032083564635067,-0.25818430603380976,1.2736697917297926,-0.4623117102381212,-0.6725535107933385,-0.4956822219680372,2.7640274969849425,-0.3021919348016122,0.2749538530194312,0.18782968262330443,0.2088219867091161,0.08913425526732624,0.015321923180088922,-0.777409016739481,-0.35640526837134223,0.02828467813316418,1.207642757151423,-0.8276670938078742,-0.3234533602758172,-0.2288764002835184,-0.39304009843390836,-0.3801998227004196,-0.07281796011119111,-0.8927317740783037,-0.8630767761730155,-0.7159229365356703,0.5212376607445744,-1.1125955954589137
